timestamp,value,metric,host_id
1574990186,128.0,ack,144e91cc7849dac578571e2229024c01
1575049879,181.0,ack,144e91cc7849dac578571e2229024c01
1575053478,168.8,ack,144e91cc7849dac578571e2229024c01
1575142867,164.2,ack,144e91cc7849dac578571e2229024c01
1575149767,136.4,ack,144e91cc7849dac578571e2229024c01
1574979161,3.0,ack,2ba5912d8af907fd566ec6addf034665
1574984860,3.0,ack,2ba5912d8af907fd566ec6addf034665
1574992359,2.8,ack,2ba5912d8af907fd566ec6addf034665
1575026855,3.6,ack,2ba5912d8af907fd566ec6addf034665
1575066149,4.0,ack,2ba5912d8af907fd566ec6addf034665
1575072149,3.6,ack,2ba5912d8af907fd566ec6addf034665
1575115945,3.2,ack,2ba5912d8af907fd566ec6addf034665
1575122845,3.6,ack,2ba5912d8af907fd566ec6addf034665
1575130945,3.4,ack,2ba5912d8af907fd566ec6addf034665
1575145341,3.6,ack,2ba5912d8af907fd566ec6addf034665
1574973801,3.4,ack,2dd04973afa59f00428d048b37ae0607
1574989584,3.2,ack,2dd04973afa59f00428d048b37ae0607
1575000683,3.4,ack,2dd04973afa59f00428d048b37ae0607
1575010582,3.4,ack,2dd04973afa59f00428d048b37ae0607
1575045378,3.2,ack,2dd04973afa59f00428d048b37ae0607
1575083177,3.0,ack,2dd04973afa59f00428d048b37ae0607
1574643436,33.2,ack,35600282722d3dd57e2e83adbcebefbf
1574649435,51.4,ack,35600282722d3dd57e2e83adbcebefbf
1574667135,1.0,ack,35600282722d3dd57e2e83adbcebefbf
1574706384,73.4,ack,35600282722d3dd57e2e83adbcebefbf
1574745079,0.6,ack,35600282722d3dd57e2e83adbcebefbf
1574754977,0.6,ack,35600282722d3dd57e2e83adbcebefbf
1574767871,7.8,ack,35600282722d3dd57e2e83adbcebefbf
1574798169,21.6,ack,35600282722d3dd57e2e83adbcebefbf
1574836567,0.8,ack,35600282722d3dd57e2e83adbcebefbf
1574848863,24.2,ack,35600282722d3dd57e2e83adbcebefbf
1574864761,34.2,ack,35600282722d3dd57e2e83adbcebefbf
1574928654,2.0,ack,35600282722d3dd57e2e83adbcebefbf
1574957874,1.0,ack,35600282722d3dd57e2e83adbcebefbf
1574959974,0.6,ack,35600282722d3dd57e2e83adbcebefbf
1574975637,1.2,ack,35600282722d3dd57e2e83adbcebefbf
1574979536,1.2,ack,35600282722d3dd57e2e83adbcebefbf
1574990035,0.6,ack,35600282722d3dd57e2e83adbcebefbf
1575022108,0.4,ack,35600282722d3dd57e2e83adbcebefbf
1575057238,0.4,ack,35600282722d3dd57e2e83adbcebefbf
1575100438,31.6,ack,35600282722d3dd57e2e83adbcebefbf
1575101038,16.8,ack,35600282722d3dd57e2e83adbcebefbf
1574667800,1747.8,ack,51c390afac2f78e0d48c370a991bb94e
1574687896,1814.0,ack,51c390afac2f78e0d48c370a991bb94e
1574688496,1743.8,ack,51c390afac2f78e0d48c370a991bb94e
1574722094,1522.8,ack,51c390afac2f78e0d48c370a991bb94e
1574764991,1674.2,ack,51c390afac2f78e0d48c370a991bb94e
1574806389,1593.4,ack,51c390afac2f78e0d48c370a991bb94e
1574814788,1575.4,ack,51c390afac2f78e0d48c370a991bb94e
1574852883,1759.6,ack,51c390afac2f78e0d48c370a991bb94e
1574909882,275.2,ack,51c390afac2f78e0d48c370a991bb94e
1574941079,1699.4,ack,51c390afac2f78e0d48c370a991bb94e
1574946479,1721.6,ack,51c390afac2f78e0d48c370a991bb94e
1574956979,1220.2,ack,51c390afac2f78e0d48c370a991bb94e
1574960279,1882.8,ack,51c390afac2f78e0d48c370a991bb94e
1575002865,1576.4,ack,51c390afac2f78e0d48c370a991bb94e
1575009164,1583.8,ack,51c390afac2f78e0d48c370a991bb94e
1575031064,1664.2,ack,51c390afac2f78e0d48c370a991bb94e
1575033764,1750.6,ack,51c390afac2f78e0d48c370a991bb94e
1575042163,1743.0,ack,51c390afac2f78e0d48c370a991bb94e
1575048463,1718.8,ack,51c390afac2f78e0d48c370a991bb94e
1575069759,1635.0,ack,51c390afac2f78e0d48c370a991bb94e
1575099755,1595.0,ack,51c390afac2f78e0d48c370a991bb94e
1575105155,1537.6,ack,51c390afac2f78e0d48c370a991bb94e
1575133953,1729.8,ack,51c390afac2f78e0d48c370a991bb94e
1574649929,157.6,ack,684d6b7810a15d10426af264f4704b77
1574716819,132.8,ack,684d6b7810a15d10426af264f4704b77
1574733316,128.8,ack,684d6b7810a15d10426af264f4704b77
1574765114,149.4,ack,684d6b7810a15d10426af264f4704b77
1574788512,154.0,ack,684d6b7810a15d10426af264f4704b77
1574792712,155.2,ack,684d6b7810a15d10426af264f4704b77
1574874602,160.2,ack,684d6b7810a15d10426af264f4704b77
1574936393,483.2,ack,684d6b7810a15d10426af264f4704b77
1574945392,241.2,ack,684d6b7810a15d10426af264f4704b77
1575002509,125.0,ack,684d6b7810a15d10426af264f4704b77
1575090697,160.4,ack,684d6b7810a15d10426af264f4704b77
1575119195,129.0,ack,684d6b7810a15d10426af264f4704b77
1575151291,126.0,ack,684d6b7810a15d10426af264f4704b77
1574783063,0.2,ack,92c5261be727ebe346279cc7d0daa325
1574675807,1722.8,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574705204,1698.8,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574708204,1672.0,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574714504,1602.0,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574725903,1623.8,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574782595,1765.0,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574833884,1547.6,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574847083,1733.4,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574847383,1688.0,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574847983,1698.8,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574870181,1736.4,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574901380,183.8,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574906780,170.0,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574912180,236.6,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574924479,227.6,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574951776,1283.6,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574962276,2516.2,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574992281,1422.4,ack,9bea1ec113b48a23edbf2e264c4f6aac
1575111064,1772.6,ack,9bea1ec113b48a23edbf2e264c4f6aac
1575130862,1659.0,ack,9bea1ec113b48a23edbf2e264c4f6aac
1575143161,1623.0,ack,9bea1ec113b48a23edbf2e264c4f6aac
1574642719,1.2,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574658016,1.4,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574665816,0.6,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574738857,0.8,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574750857,13.8,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574766154,21.4,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574771254,45.2,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574812945,3.2,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574815045,9.4,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574823144,48.6,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574848344,10.0,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574876001,17.0,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574916914,33.8,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574990141,1.6,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1575043018,45.8,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1575043318,52.0,ack,db7cb8cbc1a0ee4bc6b95081e6530a30
1574953487,5.0,ack,f816c80fff09c542894caabe5524aa3c
1574998326,3.8,ack,f816c80fff09c542894caabe5524aa3c
1575034622,3.2,ack,f816c80fff09c542894caabe5524aa3c
1575091016,4.0,ack,f816c80fff09c542894caabe5524aa3c
1575095215,3.4,ack,f816c80fff09c542894caabe5524aa3c
1575104214,3.6,ack,f816c80fff09c542894caabe5524aa3c
1574697775,0.8,ack,fa5cf3c715784d5df0509f5dbea7c44f
1574737370,16.2,ack,fa5cf3c715784d5df0509f5dbea7c44f
1574750569,21.2,ack,fa5cf3c715784d5df0509f5dbea7c44f
1574851362,9.2,ack,fa5cf3c715784d5df0509f5dbea7c44f
1574853460,27.2,ack,fa5cf3c715784d5df0509f5dbea7c44f
1574935414,29.4,ack,fa5cf3c715784d5df0509f5dbea7c44f
1574939613,2.6,ack,fa5cf3c715784d5df0509f5dbea7c44f
1574966128,4.0,ack,fa5cf3c715784d5df0509f5dbea7c44f
1574969126,8.0,ack,fa5cf3c715784d5df0509f5dbea7c44f
1574970625,2.6,ack,fa5cf3c715784d5df0509f5dbea7c44f
1575023499,6.0,ack,fa5cf3c715784d5df0509f5dbea7c44f
1575031297,32.2,ack,fa5cf3c715784d5df0509f5dbea7c44f
1575046296,0.4,ack,fa5cf3c715784d5df0509f5dbea7c44f
1575048095,38.6,ack,fa5cf3c715784d5df0509f5dbea7c44f
1575064893,11.6,ack,fa5cf3c715784d5df0509f5dbea7c44f
1575105985,12.0,ack,fa5cf3c715784d5df0509f5dbea7c44f
1575110784,18.8,ack,fa5cf3c715784d5df0509f5dbea7c44f
1575117982,11.2,ack,fa5cf3c715784d5df0509f5dbea7c44f
1575152179,3.0,ack,fa5cf3c715784d5df0509f5dbea7c44f
1574697030,0.2,ack,fa66133c2fda75c946144b99d05f53b6
1574668301,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574674598,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574691999,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574715997,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574732196,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574784691,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574850088,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574859688,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574894783,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574967673,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574977270,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574986569,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574998268,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1575012666,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1575109258,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1575111058,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1575142857,3.0,consumers,0e03818da557e42e109fc05a813b75f0
1574673326,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1574710520,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1574729116,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1574732116,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1574762714,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1574767514,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1574823308,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1574837706,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1574846105,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1574872802,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1574897400,1.0,consumers,1000426d4e4674915f4be354ff712fbc
1574905199,2.0,consumers,1000426d4e4674915f4be354ff712fbc
1574951091,9.0,consumers,1000426d4e4674915f4be354ff712fbc
1574986009,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1575046607,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1575082901,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1575083800,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1575145892,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1575149791,3.0,consumers,1000426d4e4674915f4be354ff712fbc
1574665922,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574669755,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574673655,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574679055,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574701234,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574763324,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574765124,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574867104,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574887501,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574896498,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574911497,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574935494,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574942994,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1575011053,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1575020651,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1575021251,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1575022151,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1575040991,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1575081184,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1575090483,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1575151675,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1575154375,5.0,consumers,10ef1c484d7f116564b4af2a9cbd0010
1574649712,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1574684185,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1574693483,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1574734670,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1574784770,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1574980602,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1574997156,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1575004354,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1575033396,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1575053495,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1575072991,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1575083490,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1575101785,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1575142879,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1575143479,6.0,consumers,39a8faecc139fe82d6c07d100f92f7eb
1574640522,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1574650122,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1574682190,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1574720599,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1574741595,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1574751494,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1574819286,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1574823486,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1574828886,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1574994997,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1575108395,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1575157288,6.0,consumers,3d6bc7fe4ac252fc17f67bd6b69665f8
1574687841,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574702539,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574729537,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574730137,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574731337,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574744536,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574813529,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574836927,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574837527,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574859425,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574872622,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574932017,4.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574932317,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574995075,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1575002875,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1575012173,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1575033471,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1575086265,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1575091665,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1575102464,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1575136061,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1575148661,3.0,consumers,54b533d99ff19c9e8c0f8da5d1f64240
1574642008,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1574686363,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1574694762,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1574735679,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1574756674,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1574767471,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1574796567,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1574877858,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1574902756,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1574984983,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1575071012,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1575072812,6.0,consumers,55497ea0064b0c9548e47ebcd471f6c0
1574659034,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574672834,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574673134,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574688433,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574720782,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574811969,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574829967,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574861762,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574888461,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574889661,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574898060,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574916355,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574940414,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574951574,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574977136,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1575000235,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1575011608,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1575025741,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1575038039,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1575132538,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1575141838,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1575148436,6.0,consumers,5a5ec1fffe3eae3221e669235af1e859
1574732194,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574764593,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574781990,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574792790,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574851883,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574874381,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574881279,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574882779,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574888479,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574889079,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574894777,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574898377,2.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574970674,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1575053778,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1575117669,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1575141667,3.0,consumers,61590019e44a5bd7358f66420baeb2fa
1574656700,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574663900,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574688196,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574762291,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574785991,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574788091,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574844183,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574853183,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574858283,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574864883,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574887982,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574896081,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574934179,3.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574980669,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1575001665,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1575033464,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1575052062,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1575072159,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1575081457,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1575143252,11.0,consumers,6806c4db2e3acabe47451d270daa33f1
1574666507,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1574679707,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1574702804,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1574709104,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1574771796,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1574773296,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1574780796,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1574795794,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1574843183,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1574886080,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1574921479,3.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1575012077,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1575042969,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1575045069,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1575048069,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1575089765,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1575129062,11.0,consumers,6b6cbdc81fd28d2e89c1ae2ff11774d6
1574653175,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1574744966,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1574809762,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1574812462,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1574871558,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1574874257,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1574891957,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1574921652,1.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1574960350,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1574967550,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1574984061,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1574994561,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
1575026959,3.0,consumers,7610ab8ce5e6956ecf9200495edfbbef
