metric_name,metric_id,coeff_of_determination,training_time,inference_time
cpu_usage,6ba1bc05-7ead-4d7b-a043-f9b900fc0757,-605.519712849084,0.000427961349487,4.72068786621094E-05
cpu_prct_used,00f32458-39cf-4361-9abb-34247262b192,-712.437630429499,0.000488996505737,4.86373901367188E-05
messages_unacknowledged,c8728ee5-d840-41ba-9c55-6f98901b3813,-2.55847893542036,0.00044322013855,4.83989715576172E-05
messages_unacknowledged,0e7f6842-3042-4d4e-a9d9-01a699043445,-3289.08647369955,0.000406742095947,4.83989715576172E-05
cpu_prct_used,89d30671-0559-4b5b-b514-b99a6cb2a4d5,-2933.99988522562,0.000417947769165,4.91142272949219E-05
messages_ready,ee9b7711-cc03-4335-b3bc-a6fd644ed113,0,0.000414371490479,4.86373901367188E-05
messages_ready,8e42b1ac-4b2d-4c1f-bc26-e33e837ce215,100,0.000396728515625,4.74452972412109E-05
memoryConsumed,988ca002-ed23-4cf3-a318-f4a77fb6b439,9.01948699585385,0.000393867492676,4.81605529785156E-05
messages_unacknowledged,78567380-7739-4a1b-abc2-ae51bd5ebb0c,-0.111521080047972,0.000409603118896,4.79221343994141E-05
consumers,82e74c79-2b56-4ba1-ad8b-7269c7d9abb1,0,0.000422716140747,4.72068786621094E-05
messages_unacknowledged,933faead-4086-426b-8af5-d581e19522fe,100,0.000426054000854,4.88758087158203E-05
messages,7f39d207-f4d4-42c7-b12a-ab7af23d9a32,-64423.7283928111,0.000405788421631,4.83989715576172E-05
cpu_prct_used,992abae2-0839-40c3-9e88-9a30da702f0f,-21.7601327003456,0.000405788421631,4.86373901367188E-05
ack,b775bb3a-330d-433a-adf5-40c717321c61,-1153.61067137495,0.000436067581177,4.83989715576172E-05
cpu_wait,6b22bac2-5e47-41a3-baa8-2c4247feddcb,-3.88607676469523,0.000406265258789,4.86373901367188E-05
messages,2266027c-9917-4b3b-868f-ec8bf9544211,0,0.000422239303589,5.14984130859375E-05
messages_ready,38f9d677-f26b-4fda-b489-29b9e426a9c9,0,0.000425100326538,4.88758087158203E-05
messages_unacknowledged,2b18dc57-481f-4112-93d9-274cb8569fc8,0,0.000503540039063,5.84125518798828E-05
messages_ready,31460db4-f422-4f00-8f23-c8c2430100cb,0,0.000426769256592,4.81605529785156E-05
messages_unacknowledged,94c1c198-be9b-4e6f-81c7-332f3d3550e1,100,0.000449657440186,4.62532043457031E-05
cpu_prct_used,2e5afd22-456a-4820-ac78-081ec7a38e7f,-0.610949459411625,0.00041651725769,4.86373901367188E-05
cpu_prct_used,925b62d0-8322-4659-82c7-11c25615bb32,-18.5277232078907,0.000460863113403,4.83989715576172E-05
messages_unacknowledged,55f5155f-6b82-4784-9616-827acd1e0c19,100,0.000407934188843,4.9591064453125E-05
messages_unacknowledged,8350f4d3-0486-4d45-bbde-458e8016e77d,-10.3350272381005,0.000412940979004,4.88758087158203E-05
consumers,ac84216f-f086-47a9-b8f9-2699ec1bb632,0,0.00041651725769,4.88758087158203E-05
messages_unacknowledged,f4cc2725-4f66-45cf-bfb4-5374619d2b51,-0.173010380622829,0.000406265258789,4.69684600830078E-05
consumers,7bc35aa4-f957-4681-a925-9e44278d21b9,100,0.000418663024902,4.81605529785156E-05
messages_ready,377fefc3-ba69-4a1d-ae99-855fc667acb3,-64402.2619121423,0.000408887863159,4.88758087158203E-05
messages_ready,bcf9ac6b-a435-47ec-b8e6-a0dc425d4a1d,100,0.000412464141846,4.9591064453125E-05
messages_unacknowledged,c00a3080-08ad-4bba-b169-6a4f275f673f,-208.940633385361,0.000407457351685,5.03063201904297E-05
cpu_prct_used,3f1ac73a-4088-479d-ba8e-ef3b8414ea0f,-1656.27667969813,0.000459671020508,4.91142272949219E-05
messages,8e0dc6a1-b88c-4ffd-94f9-8b736ee3131a,-3820125487.65889,0.000411987304688,4.83989715576172E-05
messages,b4419903-362b-4b70-9f58-9bc43e6efd36,0,0.000438451766968,4.98294830322266E-05
memoryConsumed,6611a878-d031-4aa1-964f-f6bde93b08b8,-147.216827341074,0.000396490097046,4.72068786621094E-05
messages_unacknowledged,a716a8a8-6e20-473e-9000-709daf3cbdfc,-226.989746864123,0.000443935394287,5.03063201904297E-05
messages_ready,5fb97183-9be6-4ab9-a4af-917944efca27,0,0.000414133071899,4.98294830322266E-05
messages_unacknowledged,1eb13901-7427-4570-b637-80a61d2008f9,100,0.000423192977905,5.05447387695313E-05
messages_ready,e7896f8b-9328-4524-9f98-ed6dbb3a664a,0,0.000500917434692,5.7220458984375E-05
messages_unacknowledged,5a27cdca-673e-4f02-82ab-b783e0e602e8,100,0.000423669815063,4.64916229248047E-05
cpu_usage,43f716e7-0ad5-47d5-8c89-0569a5d2653e,-151.956024210948,0.000407934188843,4.81605529785156E-05
cpu_prct_used,af7e9d7e-9540-4932-871d-51b4e944969f,-44.2196421937053,0.000423669815063,4.83989715576172E-05
consumers,c2b4bdec-7bfd-4264-91a7-2fe07af81d34,100,0.000452995300293,4.91142272949219E-05
messages_ready,b45b5443-5388-49c6-88bf-6abe80b51c87,100,0.000446796417236,4.69684600830078E-05
cpu_prct_used,b578f4a2-eea7-4bf4-9ae0-daff5983e91d,0.050182463832349,0.000441789627075,4.88758087158203E-05
cpu_prct_used,e68c4363-7195-4f87-8efe-c1f1ff185241,-16.5131316564483,0.000447988510132,5.22136688232422E-05
memoryConsumed,2c1a9689-a689-4646-990c-0520087eb8e3,5.72285973769735,0.000399827957153,4.64916229248047E-05
messages_ready,7aa619a4-6338-4ea8-a98f-1d8a35ff01f9,0,0.000482320785522,5.10215759277344E-05
messages_unacknowledged,e6740d5a-247b-4da0-9c3e-b2f75d3fae89,100,0.00040078163147,4.57763671875E-05
ack,621ba06c-d980-4b9f-9018-8688ff17f252,-1.53203164863476,0.000411510467529,4.83989715576172E-05
messages,9575a309-fa29-4b87-8f88-69b2203cb4a0,-0.843339734122517,0.000419139862061,4.81605529785156E-05
messages_ready,dd369078-071d-4d85-a30b-287793f77206,-64359.4831386571,0.000405550003052,4.62532043457031E-05
messages_unacknowledged,01a8ad90-cba9-4f31-9c5e-6fa7c44428c3,-180.357854297752,0.000421047210693,4.86373901367188E-05
messages_unacknowledged,8d2d4df8-a3c2-445a-831f-7e5707232ba3,-34.8139861691055,0.000415563583374,4.93526458740234E-05
ack,43a6692f-bb6c-42c8-a7bc-be1fc944d960,0.028591456706006,0.000402927398682,4.79221343994141E-05
cpu_prct_used,1c663cd7-d44b-48fa-a461-66d9dee88455,-842.138026442686,0.000446081161499,4.81605529785156E-05
messages_unacknowledged,af554c92-69fe-40c2-b803-3c645cadc1fb,-0.110718339376681,0.000399351119995,4.72068786621094E-05
cpu_prct_used,58125e19-3105-4ae9-aeb3-4c93a1da1191,-14.2734237178501,0.000442028045654,4.86373901367188E-05
messages_unacknowledged,d03e5a4c-8e1c-4b31-8625-c44e8f01dba6,-8.89212665643326,0.000458478927612,4.79221343994141E-05
consumers,c7b9e402-a450-429f-b5ca-786c6e96d181,100,0.000416994094849,5.03063201904297E-05
memoryConsumed,5f2750c3-be70-4ddb-8686-1e61949be146,-49.6173800228293,0.000432968139648,4.76837158203125E-05
cpu_usage,b98ed8d1-da86-447a-82ef-e6b9bbf3a950,-26.3983155208864,0.000408887863159,5.07831573486328E-05
memoryConsumed,cdc50edc-19eb-4020-9118-a561d481ee0a,-43.5549875044487,0.000447750091553,4.72068786621094E-05
consumers,6114855c-5de4-40f9-9d1d-67b8ab5b3cb4,100,0.00040864944458,5.22136688232422E-05
ack,d8b4b456-e32c-4765-a2e9-69c0089a5b43,100,0.00043773651123,5.07831573486328E-05
messages_ready,34d8fe87-fd7e-42e0-83d6-554df1e792ef,100,0.000412225723267,4.69684600830078E-05
cpu_prct_used,71279451-d26a-473e-b3de-5740e641bb33,-765.104538484023,0.000422477722168,4.93526458740234E-05
messages,c8e3baaf-59e9-4789-9be0-dd1694222193,-1032.19704922887,0.000411033630371,4.83989715576172E-05
cpu_prct_used,4e2d398d-dc8f-4dcd-82cc-5baab854392a,-24.7947342404754,0.000415325164795,4.81605529785156E-05
messages_unacknowledged,4c5072f2-7070-4209-a844-563800234808,0,0.000410556793213,4.69684600830078E-05
messages_ready,e90d0c33-577c-47d3-a0ee-fd7fb22b8f08,100,0.000427484512329,4.76837158203125E-05
messages_ready,1e8d752b-3978-4781-9430-3469061c70ab,100,0.000407218933105,4.74452972412109E-05
messages_ready,e6961803-8960-4d3f-bd98-a067e343028b,100,0.00044846534729,4.79221343994141E-05
messages_unacknowledged,cd2364c7-5f0b-461e-a3b8-2fc545952f0f,-0.843339734122517,0.000457286834717,4.93526458740234E-05
ack,e5a7b654-b4e5-43de-acfb-8e1e2784d86a,-0.641186392222792,0.000407934188843,4.74452972412109E-05
messages_ready,f2c46030-4a07-4693-86d8-4ff9c8dda8c8,0,0.000407695770264,5.10215759277344E-05
cpu_prct_used,f60944d3-4b66-4cdd-8e51-bc96fba215fa,-7959.97820047284,0.000456809997559,4.9591064453125E-05
messages_ready,e3df52a0-2e39-4e14-aa79-fed2c2478fca,-2.63811353587986,0.000438213348389,4.83989715576172E-05
messages_ready,d334ad97-d249-47bb-a688-abc1b0ccfb7c,100,0.000403642654419,4.67300415039063E-05
memoryConsumed,e54c5d2d-e561-439d-bb89-5d3185ab44bf,-18.3913427724526,0.000397205352783,4.67300415039063E-05
messages_ready,522f3d93-1fbe-41c6-9ace-1490fa38b146,100,0.000419616699219,5.05447387695313E-05
cpu_ready,79e7da1a-6412-4abf-82e0-c0dedb07023c,-10.0143297524752,0.000421047210693,4.81605529785156E-05
messages_unacknowledged,e2108e3d-ff3a-4c66-b4d8-8c6c52046cb7,100,0.000411748886108,5.00679016113281E-05
cpu_prct_used,38a97ede-2bd3-4605-9610-782a9e3ddee4,-20.419979266721,0.00040340423584,5.12599945068359E-05
memoryConsumed,a9ea6a16-a5e4-407f-a88c-1ceb8cfcbf2a,-24.3997345721272,0.00056004524231,5.45978546142578E-05
memoryConsumed,4e79a0d9-451d-45be-bcef-dceda196cbd3,0.247787373839803,0.000475406646729,5.05447387695313E-05
memoryConsumed,c8594556-aa4a-4af1-a161-f0537bc5e2be,0,0.000459432601929,5.05447387695313E-05
consumers,adf35232-156a-4fad-bde2-12467b76ca57,0,0.000418663024902,5.12599945068359E-05
cpu_prct_used,2d983e54-b46b-452e-8ba1-234bbd75a938,-27.0810537194937,0.000419616699219,5.22136688232422E-05
cpu_wait,d7d14311-0d5a-454a-81e4-386a8f8f79ca,-1.24706660743459,0.000429630279541,4.9591064453125E-05
messages,bed0d7e2-4814-4bd1-a8fd-2f10a1e02557,-3363110066.72537,0.000428676605225,5.00679016113281E-05
cpu_prct_used,b7064520-362e-4198-a144-0d22957c7098,-741.708451583837,0.000425338745117,5.10215759277344E-05
messages,98126546-eeec-4869-8ea7-6e99abfec948,-10.3350272381005,0.000485897064209,5.07831573486328E-05
cpu_prct_used,ddf07f3c-4879-4c0b-8142-f352cffe93df,-11.2331422113137,0.000517129898071,6.34193420410156E-05
messages_ready,5d57273d-4a5a-42c3-9453-5f2e86f45b1d,100,0.000468730926514,5.26905059814453E-05
cpu,9f0aefd9-44bf-4a2e-8190-034cb83195f9,-9.45174928405912,0.000427484512329,4.81605529785156E-05
consumers,187fb71a-efeb-46f4-85f5-1aafa1bfdc3c,100,0.000421285629272,4.9591064453125E-05
ack,2e46118f-c68d-40f2-8a2a-28586f2584ae,-111.945473485502,0.00041651725769,5.00679016113281E-05
consumers,64616495-fcce-4dd5-ac32-cbe70e38efa7,100,0.000407695770264,4.83989715576172E-05
cpu_prct_used,85165b0c-4a69-43d1-a686-851653a8e522,-36.1870045469708,0.000442743301392,5.05447387695313E-05
consumers,3423db54-06bb-4c89-a8f1-6c726ba18f96,0,0.000414371490479,4.83989715576172E-05
messages,675ad805-3aee-41f4-8e16-f2a5197afbaf,-5211086001.08014,0.000421524047852,5.10215759277344E-05
messages_ready,b28762d0-ca4b-47c5-81e4-d5289018476e,100,0.000423669815063,4.98294830322266E-05
consumers,d5891541-a76f-47df-b166-28b2f49bd10f,0,0.000451564788818,5.07831573486328E-05
messages,4fe5bcde-1b75-4ace-b37d-daee11f8080c,-2.82322845835663,0.00042724609375,5.19752502441406E-05
cpu_usage,5516ef80-940b-431d-b4e7-b8fb257246dc,-111.052563778299,0.00042462348938,4.79221343994141E-05
ack,8ddb51c4-e290-4bba-996a-42fe5d2bb24f,-172174.448886093,0.000410079956055,5.10215759277344E-05
memoryConsumed,d0c20050-9aec-4eed-aece-407c2397be28,100,0.000401258468628,5.00679016113281E-05
messages_ready,59e911b6-812f-4af9-b923-145c503937fb,100,0.000429153442383,4.9591064453125E-05
ack,5638e2d0-8c72-482e-ba42-c385d58ca695,-472708.178756911,0.000418663024902,5.17368316650391E-05
messages_unacknowledged,020bbd33-bfbd-4318-abce-f90ebd996a6f,-7314.65953112368,0.000417232513428,4.86373901367188E-05
cpu_prct_used,56bc3ba6-3b02-4074-9b4b-d68057e20d22,-0.241798594698017,0.00041389465332,4.98294830322266E-05
consumers,bec39493-b140-4065-83cd-6729ee6ecf7d,0,0.000402927398682,5.05447387695313E-05
cpu_prct_used,e86d6bdf-7b84-4bcd-950a-b8ed04658a8f,-19.3125817997271,0.000419139862061,5.05447387695313E-05
cpu_prct_used,4dc3adba-9e79-466b-9473-79d5751d4278,-0.303754770208608,0.000479698181152,5.10215759277344E-05
messages_unacknowledged,282ac687-daa2-450b-9513-d3dbf47f1e83,100,0.000456571578979,5.00679016113281E-05
messages_unacknowledged,c9583ecd-501f-4039-84ed-c7cb3eb0bbed,0,0.000413179397583,4.91142272949219E-05
cpu_prct_used,13dfba59-0ce3-489e-a915-e569cecf0c88,-0.367886555307551,0.000509738922119,5.76972961425781E-05
cpu_usage,eacd2321-7c85-4bb6-a609-906d7ab9cae4,-82.6087283068328,0.000438213348389,4.98294830322266E-05
messages_ready,ba658e03-5984-42ce-817c-5220fc323ea8,0,0.000433683395386,4.93526458740234E-05
messages_unacknowledged,cce49763-4743-40ce-904f-54cd86b51ee1,100,0.000419139862061,4.93526458740234E-05
cpu_usage,ed1af22e-f897-4721-a84d-4fe9075e4313,-11.3350656188422,0.000502586364746,6.15119934082031E-05
ack,a23410fe-ef7a-47e4-a8f8-47eebfc7f623,-0.289603263887894,0.000631332397461,6.866455078125E-05
cpu_prct_used,3eeab39c-d50d-431f-9059-37d406c90fa1,-9.38983389667103,0.000476121902466,5.03063201904297E-05
cpu_prct_used,d3c70f0e-3e6b-40e8-a78f-c9e78e1d1d8d,-41.1446678811599,0.000457286834717,5.24520874023438E-05
cpu_prct_used,6ca57457-dff2-4da1-b335-317682b2b4ef,-6661.41123483361,0.000466823577881,5.41210174560547E-05
cpu_prct_used,b340b512-f268-49b8-be81-eeeb3b0c0126,-11.8970765360567,0.000416994094849,4.83989715576172E-05
messages,d14bfae5-3546-42ad-9021-8d3fd2f8ee1a,-800.342326984708,0.000432729721069,5.07831573486328E-05
cpu_prct_used,d1d36f56-ed61-4db6-a83c-6be9ed286b84,-222.528005343928,0.000419139862061,5.03063201904297E-05
ack,dea8601d-8aa7-4c59-a3ce-99bbab8ac5ca,-2665.72372532964,0.000414848327637,5.24520874023438E-05
cpu_prct_used,268b8627-f7cd-44fa-a459-28a81c50442d,-107.387167247327,0.000423431396484,4.60147857666016E-05
messages_ready,e65feac2-2a84-42fb-9dcc-8dd3831a4783,100,0.000421762466431,5.22136688232422E-05
cpu_prct_used,0afb4039-2aae-4637-b52d-22e4fc9a5260,-5831.45431890786,0.00042462348938,5.10215759277344E-05
messages,87462eb1-ccf0-4be3-988c-82ee67869360,100,0.000447034835815,5.14984130859375E-05
messages,f23c1133-f91e-4a22-8edd-4e74c7df9fbe,-1118.03730830893,0.000408172607422,5.26905059814453E-05
messages,14709dcb-80a8-4069-bee3-2e5a94d68e1f,0,0.000407457351685,4.98294830322266E-05
cpu_prct_used,9baa9902-50b5-4822-869f-bf93fca89ce2,-299.226474256829,0.000598907470703,5.03063201904297E-05
messages_unacknowledged,37d5d66c-2c94-4a30-ada3-6d9f0020d521,-473.317929205762,0.000473022460938,5.10215759277344E-05
ack,1d0c7108-36ed-4a22-a851-798bcb5dc9c2,100,0.000464677810669,5.10215759277344E-05
messages,6a67fc72-ef61-47b5-90bc-8bd9c1bbad56,8.90868512301578,0.000472068786621,5.05447387695313E-05
messages_ready,061db7cd-67be-4efc-887c-87fd6f4b2f4a,0,0.000468969345093,5.10215759277344E-05
consumers,a962bbcf-fa15-4aeb-bf18-3ff106fc2117,0,0.000458717346191,5.45978546142578E-05
messages_unacknowledged,ba4cd915-02b2-4588-b398-810c0c572a81,-5157.31758884511,0.000438213348389,5.26905059814453E-05
memoryConsumed,3dd0b5f9-4db8-4cd9-beb5-226a00c2c989,0,0.000487565994263,4.76837158203125E-05
memoryConsumed,664e2090-95b3-4d6b-b760-ba82e261dd2b,8.1397426374148,0.00041127204895,5.19752502441406E-05
messages_unacknowledged,714d6578-779e-4c68-aa13-a14d61d1fc69,100,0.000423908233643,5.22136688232422E-05
messages_ready,7cb6cfb2-60f2-4d79-8c99-de492f4f4d7f,100,0.000405550003052,5.24520874023438E-05
consumers,620b3745-036b-4741-815b-dbc8d8e35aed,0,0.000412464141846,4.98294830322266E-05
messages_ready,45fb8e90-62db-4836-80df-0ec60547afc7,0,0.000417709350586,5.05447387695313E-05
cpu_usage,bef78966-9435-4cf1-8958-821d0d20fb24,-117.231074306024,0.000457048416138,4.9591064453125E-05
consumers,d2260f5f-2541-4d2d-b651-aad7e29d9d8d,0,0.000409364700317,4.86373901367188E-05
consumers,6a15adb7-b19e-445b-aa78-d0abbc995a21,100,0.000446796417236,4.9591064453125E-05
cpu_prct_used,b2c2b01e-2c54-4d05-9687-b69cab6cfc68,-11.0152205573321,0.000415325164795,5.19752502441406E-05
consumers,3709d9ba-0e62-4ea6-b3a8-aec3509d0927,0,0.000415563583374,5.22136688232422E-05
messages,179db0bf-07db-46db-be9e-05ada640598f,-39843751620.7493,0.000410079956055,5.12599945068359E-05
ack,37bf01bd-6583-44de-9c32-656125c7d0cf,100,0.000454664230347,5.03063201904297E-05
messages_ready,69936a90-649a-4570-9c24-40717e16b0fa,100,0.000415802001953,4.83989715576172E-05
cpu_usage,dc42331a-c0fe-43de-8f6a-0385c75ceb78,-31.5087209273913,0.000432014465332,4.98294830322266E-05
ack,54d4dbdc-d746-439b-97d7-9af36660a41a,100,0.000420570373535,5.10215759277344E-05
cpu_prct_used,2ba59d9d-6b39-40d9-b9b9-f7bdc6415db2,-3.5288548987058,0.000410795211792,4.88758087158203E-05
messages_ready,4ab6990f-c989-4a06-b70c-3b74eb01940f,100,0.000418424606323,5.22136688232422E-05
messages_ready,c0e69fc9-441c-46de-abda-7bab73673dd1,-65.235541615541,0.000423192977905,5.05447387695313E-05
cpu_prct_used,144153ad-c64c-4dc2-b056-a9bd09eb67aa,-24.352131674893,0.00045919418335,4.9591064453125E-05
messages,03660638-a475-409a-aa05-b6df0c998c94,-50059007814.491,0.000419855117798,5.10215759277344E-05
messages_unacknowledged,c174e23c-f33d-4638-83fe-ae738eef3a3c,0,0.000783205032349,9.13143157958984E-05
consumers,d5e19b88-f173-4a23-b5e8-0092473a8c86,100,0.000470399856567,5.29289245605469E-05
ack,639a94c6-0cf1-41a2-8aa7-2904c2284c39,-52.8875172531826,0.000439167022705,5.24520874023438E-05
messages_ready,bb6fde01-823e-4711-8786-df04726dfbab,-63952.5511082254,0.000449657440186,4.86373901367188E-05
messages,1115a6f3-6e2a-4acc-963e-77e6d7acc2b7,-55759405838.6801,0.000447034835815,5.22136688232422E-05
cpu_prct_used,bb9f5efe-937a-41dc-83c8-829254d8bfe2,-78.624241562102,0.000428676605225,5.19752502441406E-05
messages_unacknowledged,604d9e5d-7da6-4004-8daf-a2cdc127ad5c,8.90868512301578,0.000425338745117,5.26905059814453E-05
cpu_usage,1ee81c65-3388-4e1d-8193-3277499e177f,-0.355508234417545,0.000419855117798,5.14984130859375E-05
messages_ready,3cadc957-5115-4ab6-8839-f376d2d47222,100,0.000416278839111,5.03063201904297E-05
cpu,1fc93559-6d5c-4cbb-b234-66e2c0781474,-147.529639030355,0.000425338745117,5.38825988769531E-05
cpu_ready,9aad40cc-dcd2-447c-8dd2-1f19e7b22483,-16.6072865377522,0.000423431396484,5.07831573486328E-05
